Product title,Brand,Model,Total price (LKR),Discount price (if available),RAM,Storage,Processor,Battery capacity,Camera specs,Display size,Operating system,Network type,Warranty,Stock availability,Seller / store name,Posted date,Product URL
Samsung Galaxy A56 8/256GB (Brand New),Samsung,Samsung Galaxy A56 8/256GB (Brand New),167900,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a56-8-256gb-brand-new-for-sale-kandy-7
Huawei Y7 Pro 2019 (Used),Huawei,Huawei Y7 Pro 2019 (Used),12500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/huawei-y7-pro-2019-used-for-sale-kandy-267
Tecno Spark 20C 8GB 128GB (Used),unknown,Tecno Spark 20C 8GB 128GB (Used),18500,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/tecno-8gb-ram128gb-rom-used-for-sale-kegalle
Apple iPhone 11 Pro 256GB (Used),Apple,Apple iPhone 11 Pro 256GB (Used),74000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-ampara-198
Nokia 105 (Used),Nokia,Nokia 105 (Used),1200,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/nokia-105-used-for-sale-ratnapura-858
Samsung Galaxy M14 6GB 128GB (Used),Samsung,Samsung Galaxy M14 6GB 128GB (Used),23000,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-m14-6gb-128-gb-used-for-sale-ratnapura-1
Apple iPhone 12 mini 64GB (Used),Apple,Apple iPhone 12 mini 64GB (Used),55000,,,64GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-mini-64gb-used-for-sale-kandy-104
itel A60 (Used),unknown,itel A60 (Used),10500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/itel-a60-used-for-sale-colombo-32
Honor X6b (Used),Honor,Honor X6b (Used),31000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/honor-x6b-honar-used-for-sale-ratnapura
Xiaomi Redmi 9A 6GB 128GB (Used),Xiaomi,Xiaomi Redmi 9A 6GB 128GB (Used),18000,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-9a-6128gb-used-for-sale-ampara
Apple iPhone 14 (Used),Apple,Apple iPhone 14 (Used),100000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1680
Apple iPhone XS Max 64GB /256GB (Used),Apple,Apple iPhone XS Max 64GB /256GB (Used),41000,,,64GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-xs-max-64gb-256gb-used-for-sale-gampaha
Samsung Galaxy A52 (Used),Samsung,Samsung Galaxy A52 (Used),26000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a52-used-for-sale-trincomalee-6
Moto Edge 50 Pro 5G (Used),unknown,Moto Edge 50 Pro 5G (Used),70000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/moto-edge-50-pro-5g-used-for-sale-jaffna-2
Apple iPhone 12 128GB Red (Used),Apple,Apple iPhone 12 128GB Red (Used),81900,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-128gb-red-used-for-sale-colombo-179
ZTE Blade A55 128GB (Used),unknown,ZTE Blade A55 128GB (Used),16500,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/zte-blade-a55-128-gb-used-for-sale-gampaha
Apple iPhone 12 Pro (Used),Apple,Apple iPhone 12 Pro (Used),99500,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-matale-156
Samsung Galaxy A17 5G 128GB/8GB Black (Brand New),Samsung,Samsung Galaxy A17 5G 128GB/8GB Black (Brand New),69900,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a17-5g-128gb-8gb-black-brand-new-for-sale-colombo-5
Apple iPhone 15 Pro 256GB White Titanium (Used),Apple,Apple iPhone 15 Pro 256GB White Titanium (Used),214900,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-white-titanium-used-for-sale-colombo-35
Apple iPhone SE 2 128GB (Used),Apple,Apple iPhone SE 2 128GB (Used),45999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-se-2-128gb-used-for-sale-kalutara-739
Sunelan Button Phone (New),unknown,Sunelan Button Phone (New),3499,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/sunelan-button-phone-new-for-sale-kalutara
Apple iPhone 12 Pro 128GB S (Used),Apple,Apple iPhone 12 Pro 128GB S (Used),95999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-s-used-for-sale-kalutara-1
Softlogic MAX 111 (Used),unknown,Softlogic MAX 111 (Used),4400,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/softlogic-max-111-brand-new-for-sale-kurunegala
Tecno Camon 40 Pro (Used),unknown,Tecno Camon 40 Pro (Used),65000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/tecno-camon-40-pro-used-for-sale-gampaha-5
Oppo A6 Pro 7000mAh Red (Brand New),Oppo,Oppo A6 Pro 7000mAh Red (Brand New),85990,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-a6-pro-7000mah-red-brand-new-for-sale-colombo
ZTE Blade A55 (Used),unknown,ZTE Blade A55 (Used),27000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/zte-blade-a55-used-for-sale-anuradhapura-2
Apple iPhone 12 Pro (Used),Apple,Apple iPhone 12 Pro (Used),95999,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-kalutara-611
Apple iPhone 12 Pro 128GB (Used),Apple,Apple iPhone 12 Pro 128GB (Used),84999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-used-for-sale-kalutara-549
Apple iPhone 12 Pro 128GB h (Used),Apple,Apple iPhone 12 Pro 128GB h (Used),95999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-h-used-for-sale-kalutara
Samsung Galaxy M53 5G 128GB 108MP White (Used),Samsung,Samsung Galaxy M53 5G 128GB 108MP White (Used),48900,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-m53-5g-128gb-108mp-white-used-for-sale-colombo-25
Vivo Y85 4GB |64GB J1. (Used),Vivo,Vivo Y85 4GB |64GB J1. (Used),13500,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y85-4gb-64gb-j1-used-for-sale-kalutara-1
iqoo Z10 X 5G (Used),unknown,iqoo Z10 X 5G (Used),36500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-iqoo-z10x-5g-used-for-sale-jaffna-3
Apple iPhone 11 Pro (Used),Apple,Apple iPhone 11 Pro (Used),72000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-i-phone-256-used-for-sale-ratnapura-4
Apple iPhone 17 Pro Max 512gb deep blue (Used),Apple,Apple iPhone 17 Pro Max 512gb deep blue (Used),425000,,,512gb,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-17-pro-max-512gb-deep-blue-used-for-sale-kandy
Apple iPhone 13 Pro Max (Used),Apple,Apple iPhone 13 Pro Max (Used),135000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-colombo-3123
Apple iPhone 7 128GB (Used),Apple,Apple iPhone 7 128GB (Used),13500,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-7-128gb-used-for-sale-kegalle-1085
Apple iPhone 13 (Used),Apple,Apple iPhone 13 (Used),99500,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-used-for-sale-colombo-3483
Xiaomi Poco M4 6GB 64GB (Used),Xiaomi,Xiaomi Poco M4 6GB 64GB (Used),23500,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-poco-m4-6gb-64gb-used-for-sale-trincomalee
Apple iPhone 13 Pro Max (Used),Apple,Apple iPhone 13 Pro Max (Used),146000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-kandy-947
Xiaomi Poco M3 (Used),Xiaomi,Xiaomi Poco M3 (Used),11000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-poco-m3-used-for-sale-colombo-1312
Sumax 17 Pro Max (Used),unknown,Sumax 17 Pro Max (Used),19500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-17-pro-max-sumax-used-for-sale-batticaloa
Apple iPhone 11 Pro Max (Used),Apple,Apple iPhone 11 Pro Max (Used),89000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-max-11pro-used-for-sale-batticaloa
Xiaomi Redmi A5 (Used),Xiaomi,Xiaomi Redmi A5 (Used),23000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-a5-used-for-sale-nuwara-eliya
Apple iPhone 13 Pro (Used),Apple,Apple iPhone 13 Pro (Used),149999,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-pro-ja-used-for-sale-trincomalee
OnePlus 9 Pro 12/256GB (Used),OnePlus,OnePlus 9 Pro 12/256GB (Used),55000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oneplus-9-pro-12-256-used-for-sale-gampaha
Realme GT 7 5G (Used),Realme,Realme GT 7 5G (Used),78000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/realme-gt-7-5g-used-for-sale-ampara
Huawei Nova 2 (Used),Huawei,Huawei Nova 2 (Used),6000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/huawei-nova-2-used-for-sale-colombo
Samsung Galaxy A24 (Used),Samsung,Samsung Galaxy A24 (Used),32000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a24-used-for-sale-gampaha-57
Samsung Galaxy S20FE (Used),Samsung,Samsung Galaxy S20FE (Used),49500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s20fe-used-for-sale-gampaha-149
Apple iPhone 11 128GB (Used),Apple,Apple iPhone 11 128GB (Used),61500,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19065
Nokia 105 ORG EM (Brand New),Nokia,Nokia 105 ORG EM (Brand New),2990,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/nokia-105-org-em-brand-new-for-sale-colombo
Vivo Y85 6GB 128GB (Used),Vivo,Vivo Y85 6GB 128GB (Used),7999,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y85-6gb-128gb-used-for-sale-colombo-5178
Vivo Y93 6GB 128GB (Used),Vivo,Vivo Y93 6GB 128GB (Used),7999,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y93-6gb-128gb-used-for-sale-colombo-8677
Oppo A3s 8GB 256GB (Used),Oppo,Oppo A3s 8GB 256GB (Used),9499,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-a3s-8gb-256gb-used-for-sale-colombo-18
Oppo A31 8GB 256GB (Used),Oppo,Oppo A31 8GB 256GB (Used),11900,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-a31-8gb-256gb-used-for-sale-colombo-2065
Vivo Y17 256GB (Used),Vivo,Vivo Y17 256GB (Used),12499,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y17-256gb-used-for-sale-colombo-64
